Social Support,Happiness Score,Happiness Rank,Year,Country,Life Expectancy,Generosity,Economy GPD,Government Corruption,Freedom,Region
1.22155499458313,3.76600003242493,142,2017,Botswana,0.341755509376526,0.0993484482169151,1.12209415435791,0.0985831990838051,0.505196332931519,Sub-Saharan Africa
0.435299843549728,3.65700006484985,143,2017,Benin,0.209930211305618,0.207948461174965,0.431085407733917,0.0609290152788162,0.425962775945663,Sub-Saharan Africa
0.913020372390747,3.64400005340576,144,2017,Madagascar,0.375223308801651,0.208732530474663,0.305808693170547,0.0672319754958153,0.189196765422821,Sub-Saharan Africa
0.640449821949005,3.6029999256134,145,2017,Haiti,0.277321130037308,0.489203780889511,0.368610262870789,0.0998721495270729,0.0303698573261499,Latin America and the Caribbean
0.93538224697113,3.59299993515015,146,2017,Yemen,0.310080915689468,0.104125209152699,0.591683447360992,0.0567674227058887,0.249463722109795,Middle East and North Africa
0.601323127746582,3.59100008010864,147,2017,South Sudan,0.163486003875732,0.285670816898346,0.39724862575531,0.116793513298035,0.147062435746193,Sub-Saharan Africa
0.872117936611176,3.53299999237061,148,2017,Liberia,0.229918196797371,0.26654988527298,0.119041793048382,0.0389482490718365,0.332881182432175,Sub-Saharan Africa
0.791244685649872,3.50699996948242,149,2017,Guinea,0.194129139184952,0.264815092086792,0.244549930095673,0.110937617719173,0.348587512969971,Sub-Saharan Africa
0.431882530450821,3.49499988555908,150,2017,Togo,0.247105568647385,0.196896150708199,0.305444717407227,0.0956650152802467,0.38042613863945,Sub-Saharan Africa
0.945707023143768,3.47099995613098,151,2017,Rwanda,0.326424807310104,0.252756029367447,0.368745893239975,0.455220013856888,0.581843852996826,Sub-Saharan Africa
0.396102607250214,3.46199989318848,152,2017,Syria,0.50053334236145,0.493663728237152,0.777153134346008,0.151347130537033,0.0815394446253777,Middle East and North Africa
1.04198980331421,3.34899997711182,153,2017,Tanzania,0.364509284496307,0.354256361722946,0.511135876178741,0.0660351067781448,0.390017777681351,Sub-Saharan Africa
0.629793584346771,2.90499997138977,154,2017,Burundi,0.151610791683197,0.204435184597969,0.091622568666935,0.0841479450464249,0.0599007532000542,Sub-Saharan Africa
0.0,2.69300007820129,155,2017,Central African Republic,0.0187726859003305,0.280876487493515,0.0,0.0565650761127472,0.270842045545578,Sub-Saharan Africa
1.592,7.632,1,2018,Finland,0.874,0.202,1.305,0.393,0.681,Western Europe
1.582,7.594,2,2018,Norway,0.861,0.286,1.456,0.34,0.686,Western Europe
1.59,7.555,3,2018,Denmark,0.868,0.284,1.351,0.408,0.683,Western Europe
1.644,7.495,4,2018,Iceland,0.914,0.353,1.343,0.138,0.677,Western Europe
1.549,7.487,5,2018,Switzerland,0.927,0.256,1.42,0.357,0.66,Western Europe
1.488,7.441,6,2018,Netherlands,0.878,0.333,1.361,0.295,0.638,Western Europe
1.532,7.328,7,2018,Canada,0.896,0.321,1.33,0.291,0.653,North America and ANZ
1.601,7.324,8,2018,New Zealand,0.876,0.365,1.268,0.389,0.669,North America and ANZ
1.501,7.314,9,2018,Sweden,0.913,0.285,1.355,0.383,0.659,Western Europe
1.573,7.272,10,2018,Australia,0.91,0.361,1.34,0.302,0.647,North America and ANZ
1.433,7.19,11,2018,United Kingdom,0.888,0.262,1.244,0.082,0.464,Western Europe
1.504,7.139,12,2018,Austria,0.891,0.242,1.341,0.224,0.617,Western Europe
1.459,7.072,13,2018,Costa Rica,0.817,0.143,1.01,0.101,0.632,Latin America and the Caribbean
1.583,6.977,14,2018,Ireland,0.876,0.307,1.448,0.306,0.614,Western Europe
1.474,6.965,15,2018,Germany,0.861,0.273,1.34,0.28,0.586,Western Europe
1.483,6.927,16,2018,Belgium,0.894,0.188,1.324,0.24,0.583,Western Europe
1.52,6.91,17,2018,Luxembourg,0.896,0.196,1.576,0.321,0.632,Western Europe
1.471,6.886,18,2018,United States,0.819,0.291,1.398,0.133,0.547,North America and ANZ
1.559,6.814,19,2018,Israel,0.883,0.354,1.301,0.272,0.533,Middle East and North Africa
1.489,6.711,21,2018,Czech Republic,0.854,0.064,1.233,0.034,0.543,Central and Eastern Europe
1.525,6.627,22,2018,Malta,0.884,0.376,1.27,0.142,0.645,Western Europe
1.466,6.489,23,2018,France,0.908,0.098,1.293,0.176,0.52,Western Europe
1.252,6.488,24,2018,Mexico,0.761,0.069,1.038,0.095,0.479,Latin America and the Caribbean
1.331,6.476,25,2018,Chile,0.808,0.197,1.131,0.061,0.431,Latin America and the Caribbean
1.436,6.441,26,2018,Taiwan,0.857,0.151,1.365,0.078,0.418,East Asia
1.438,6.43,27,2018,Panama,0.759,0.125,1.112,0.063,0.597,Latin America and the Caribbean
1.474,6.419,28,2018,Brazil,0.675,0.11,0.986,0.088,0.493,Latin America and the Caribbean
1.468,6.388,29,2018,Argentina,0.744,0.062,1.073,0.054,0.57,Latin America and the Caribbean
1.268,6.382,30,2018,Guatemala,0.608,0.179,0.781,0.071,0.604,Latin America and the Caribbean
1.459,6.379,31,2018,Uruguay,0.771,0.13,1.093,0.155,0.625,Latin America and the Caribbean
1.303,6.374,32,2018,Qatar,0.748,0.256,1.649,0.171,0.654,Middle East and North Africa
1.331,6.371,33,2018,Saudi Arabia,0.633,0.098,1.379,0.127,0.509,Middle East and North Africa
1.451,6.343,34,2018,Singapore,1.008,0.261,1.529,0.457,0.631,Southeast Asia
1.258,6.322,35,2018,Malaysia,0.669,0.311,1.161,0.059,0.356,Southeast Asia
1.538,6.31,36,2018,Spain,0.965,0.142,1.251,0.074,0.449,Western Europe
1.439,6.26,37,2018,Colombia,0.635,0.099,0.96,0.039,0.531,Latin America and the Caribbean
1.492,6.192,38,2018,Trinidad & Tobago,0.564,0.171,1.223,0.019,0.575,Latin America and the Caribbean
1.537,6.173,39,2018,Slovakia,0.776,0.118,1.21,0.014,0.354,Central and Eastern Europe
1.231,6.167,40,2018,El Salvador,0.639,0.065,0.806,0.082,0.461,Latin America and the Caribbean
1.319,6.141,41,2018,Nicaragua,0.7,0.208,0.668,0.128,0.527,Latin America and the Caribbean
1.448,6.123,42,2018,Poland,0.781,0.108,1.176,0.064,0.546,Central and Eastern Europe
1.366,6.105,43,2018,Bahrain,0.698,0.243,1.338,0.123,0.594,Middle East and North Africa
1.584,6.096,44,2018,Uzbekistan,0.605,0.328,0.719,0.259,0.724,CIS
1.301,6.083,45,2018,Kuwait,0.675,0.167,1.474,0.106,0.554,Middle East and North Africa
1.417,6.072,46,2018,Thailand,0.707,0.364,1.016,0.029,0.637,Southeast Asia
1.501,6.0,47,2018,Italy,0.946,0.137,1.264,0.028,0.281,Western Europe
1.33,5.973,48,2018,Ecuador,0.736,0.114,0.889,0.12,0.556,Latin America and the Caribbean
1.101,5.956,49,2018,Belize,0.474,0.183,0.807,0.089,0.593,Latin America and the Caribbean
1.527,5.952,50,2018,Lithuania,0.716,0.026,1.197,0.006,0.35,Central and Eastern Europe
1.506,5.948,51,2018,Slovenia,0.856,0.16,1.219,0.051,0.633,Central and Eastern Europe
1.219,5.945,52,2018,Romania,0.726,0.088,1.116,0.001,0.528,Central and Eastern Europe
1.454,5.933,53,2018,Latvia,0.671,0.092,1.148,0.066,0.363,Central and Eastern Europe
1.462,5.915,54,2018,Japan,0.988,0.079,1.294,0.15,0.553,East Asia
1.387,5.891,55,2018,Mauritius,0.684,0.245,1.09,0.05,0.584,Sub-Saharan Africa
1.493,5.89,56,2018,Jamaica,0.693,0.096,0.819,0.031,0.575,Latin America and the Caribbean
1.204,5.875,57,2018,South Korea,0.955,0.175,1.266,0.051,0.244,East Asia
1.211,5.835,58,2018,Northern Cyprus,0.909,0.179,1.229,0.154,0.495,Central and Eastern Europe
1.479,5.81,59,2018,Russia,0.599,0.065,1.151,0.025,0.399,CIS
1.516,5.79,60,2018,Kazakhstan,0.631,0.148,1.143,0.121,0.454,CIS
1.191,5.762,61,2018,Cyprus,0.909,0.202,1.229,0.035,0.423,Middle East and North Africa
1.223,5.752,62,2018,Bolivia,0.508,0.141,0.751,0.054,0.606,Latin America and the Caribbean
1.532,5.739,63,2018,Estonia,0.737,0.086,1.2,0.174,0.553,Central and Eastern Europe
1.522,5.681,64,2018,Paraguay,0.615,0.162,0.835,0.074,0.541,Latin America and the Caribbean
1.249,5.663,65,2018,Peru,0.674,0.092,0.934,0.034,0.53,Latin America and the Caribbean
1.23,5.662,66,2018,Kosovo,0.578,0.274,0.855,0.023,0.448,Central and Eastern Europe
1.301,5.64,67,2018,Moldova,0.62,0.171,0.657,0.0,0.232,CIS
1.533,5.636,68,2018,Turkmenistan,0.517,0.199,1.016,0.037,0.417,CIS
1.401,5.62,69,2018,Hungary,0.732,0.061,1.171,0.022,0.259,Central and Eastern Europe
1.35,5.566,70,2018,Libya,0.553,0.116,0.985,0.148,0.496,Middle East and North Africa
1.312,5.524,71,2018,Philippines,0.513,0.12,0.775,0.105,0.643,Southeast Asia
1.205,5.504,72,2018,Honduras,0.622,0.197,0.62,0.074,0.459,Latin America and the Caribbean
1.498,5.483,73,2018,Belarus,0.7,0.101,1.039,0.154,0.307,CIS
1.38,5.483,74,2018,Turkey,0.686,0.106,1.148,0.109,0.324,Middle East and North Africa
0.81,5.472,75,2018,Pakistan,0.424,0.216,0.652,0.113,0.334,South Asia
1.29,5.43,76,2018,Hong Kong,1.03,0.246,1.405,0.291,0.524,East Asia
1.429,5.41,77,2018,Portugal,0.884,0.055,1.188,0.017,0.562,Western Europe
1.369,5.398,78,2018,Serbia,0.685,0.134,0.975,0.043,0.288,Central and Eastern Europe
1.202,5.358,79,2018,Greece,0.879,0.0,1.154,0.044,0.131,Western Europe
1.179,5.358,80,2018,Lebanon,0.785,0.214,0.965,0.136,0.503,Middle East and North Africa
1.279,5.347,81,2018,Montenegro,0.729,0.111,1.017,0.081,0.259,Central and Eastern Europe
1.161,5.321,82,2018,Croatia,0.737,0.12,1.115,0.039,0.38,Central and Eastern Europe
1.441,5.302,83,2018,Dominican Republic,0.614,0.12,0.982,0.106,0.578,Latin America and the Caribbean
1.154,5.295,84,2018,Algeria,0.687,0.055,0.979,0.135,0.077,Middle East and North Africa
0.797,5.254,85,2018,Morocco,0.669,0.026,0.779,0.074,0.46,Middle East and North Africa
1.142,5.246,86,2018,China,0.799,0.029,0.989,0.103,0.597,East Asia
1.161,5.201,87,2018,Azerbaijan,0.603,0.031,1.024,0.176,0.43,CIS
1.166,5.199,88,2018,Tajikistan,0.598,0.187,0.474,0.034,0.292,CIS
1.239,5.185,89,2018,Macedonia,0.691,0.173,0.959,0.052,0.394,Central and Eastern Europe
1.265,5.161,90,2018,Jordan,0.645,0.13,0.822,0.134,0.468,Middle East and North Africa
1.172,5.155,91,2018,Nigeria,0.048,0.201,0.689,0.032,0.462,Sub-Saharan Africa
1.416,5.131,92,2018,Kyrgyzstan,0.594,0.281,0.53,0.035,0.54,CIS
1.078,5.129,93,2018,Bosnia and Herzegovina,0.758,0.216,0.915,0.0,0.28,Central and Eastern Europe
1.517,5.125,94,2018,Mongolia,0.575,0.253,0.914,0.032,0.395,East Asia
1.365,5.103,95,2018,Vietnam,0.702,0.177,0.715,0.079,0.618,Southeast Asia
1.215,5.093,96,2018,Indonesia,0.522,0.484,0.899,0.018,0.538,Southeast Asia
1.335,5.082,97,2018,Bhutan,0.527,0.364,0.796,0.171,0.541,South Asia
0.712,4.982,98,2018,Somalia,0.115,0.238,0.0,0.282,0.674,Sub-Saharan Africa
0.891,4.975,99,2018,Cameroon,0.182,0.183,0.535,0.043,0.454,Sub-Saharan Africa
1.515,4.933,100,2018,Bulgaria,0.712,0.064,1.054,0.009,0.359,Central and Eastern Europe
1.228,4.88,101,2018,Nepal,0.539,0.302,0.425,0.078,0.526,South Asia
1.469,4.806,102,2018,Venezuela,0.657,0.056,0.996,0.052,0.133,Latin America and the Caribbean
1.164,4.758,103,2018,Gabon,0.404,0.032,1.036,0.052,0.356,Sub-Saharan Africa
1.217,4.743,104,2018,Palestinian Territories,0.602,0.086,0.642,0.076,0.266,Middle East and North Africa
1.41,4.724,105,2018,South Africa,0.33,0.103,0.94,0.056,0.516,Sub-Saharan Africa
0.771,4.707,106,2018,Iran,0.691,0.282,1.059,0.129,0.459,Middle East and North Africa
0.872,4.671,107,2018,Ivory Coast,0.08,0.146,0.541,0.103,0.467,Sub-Saharan Africa
0.896,4.657,108,2018,Ghana,0.337,0.212,0.592,0.029,0.499,Sub-Saharan Africa
1.117,4.631,109,2018,Senegal,0.433,0.138,0.429,0.082,0.406,Sub-Saharan Africa
1.034,4.623,110,2018,Laos,0.441,0.23,0.72,0.174,0.626,Southeast Asia
0.906,4.592,111,2018,Tunisia,0.69,0.04,0.9,0.063,0.271,Middle East and North Africa
0.817,4.586,112,2018,Albania,0.79,0.149,0.916,0.032,0.419,Central and Eastern Europe
0.813,4.571,113,2018,Sierra Leone,0.0,0.238,0.256,0.053,0.355,Sub-Saharan Africa
0.811,4.559,114,2018,Congo (Brazzaville),0.343,0.091,0.682,0.077,0.514,Sub-Saharan Africa
0.85,4.5,115,2018,Bangladesh,0.579,0.153,0.532,0.144,0.58,South Asia
1.314,4.471,116,2018,Sri Lanka,0.672,0.307,0.918,0.05,0.585,South Asia
0.971,4.456,117,2018,Iraq,0.536,0.148,1.01,0.095,0.304,Middle East and North Africa
1.233,4.447,118,2018,Mali,0.152,0.139,0.37,0.056,0.367,Sub-Saharan Africa
1.281,4.441,119,2018,Namibia,0.365,0.051,0.874,0.064,0.519,Sub-Saharan Africa
1.088,4.433,120,2018,Cambodia,0.457,0.256,0.549,0.065,0.696,Southeast Asia
1.097,4.424,121,2018,Burkina Faso,0.254,0.175,0.314,0.128,0.312,Sub-Saharan Africa
1.025,4.419,122,2018,Egypt,0.553,0.092,0.885,0.107,0.312,Middle East and North Africa
0.902,4.417,123,2018,Mozambique,0.173,0.206,0.198,0.158,0.531,Sub-Saharan Africa
1.048,4.41,124,2018,Kenya,0.454,0.352,0.493,0.055,0.504,Sub-Saharan Africa
1.047,4.377,125,2018,Zambia,0.295,0.221,0.562,0.082,0.503,Sub-Saharan Africa
1.245,4.356,126,2018,Mauritania,0.292,0.134,0.557,0.093,0.129,Sub-Saharan Africa
0.95,4.35,127,2018,Ethiopia,0.391,0.22,0.308,0.146,0.452,Sub-Saharan Africa
0.592,4.34,128,2018,Georgia,0.643,0.038,0.853,0.215,0.375,CIS
0.99,4.321,129,2018,Armenia,0.666,0.077,0.816,0.028,0.26,CIS
1.174,4.308,130,2018,Myanmar,0.429,0.598,0.682,0.178,0.58,Southeast Asia
0.907,4.301,131,2018,Chad,0.053,0.181,0.358,0.06,0.189,Sub-Saharan Africa
1.136,4.245,132,2018,Congo (Kinshasa),0.204,0.197,0.069,0.052,0.312,Sub-Saharan Africa
0.747,4.19,133,2018,India,0.485,0.172,0.721,0.093,0.539,South Asia
0.867,4.166,134,2018,Niger,0.221,0.175,0.131,0.099,0.39,Sub-Saharan Africa
1.09,4.161,135,2018,Uganda,0.237,0.259,0.322,0.061,0.45,Sub-Saharan Africa
0.372,4.141,136,2018,Benin,0.24,0.163,0.378,0.067,0.44,Sub-Saharan Africa
1.24,4.139,137,2018,Sudan,0.312,0.134,0.605,0.082,0.016,Sub-Saharan Africa
1.413,4.103,138,2018,Ukraine,0.609,0.187,0.793,0.011,0.163,CIS
0.474,3.999,139,2018,Togo,0.253,0.158,0.259,0.101,0.434,Sub-Saharan Africa
0.792,3.964,140,2018,Guinea,0.211,0.185,0.344,0.094,0.394,Sub-Saharan Africa
1.215,3.808,141,2018,Lesotho,0.079,0.116,0.472,0.112,0.423,Sub-Saharan Africa
1.125,3.795,142,2018,Angola,0.269,0.079,0.73,0.061,0.0,Sub-Saharan Africa
0.908,3.774,143,2018,Madagascar,0.402,0.155,0.262,0.049,0.221,Sub-Saharan Africa
1.094,3.692,144,2018,Zimbabwe,0.248,0.132,0.357,0.099,0.406,Sub-Saharan Africa
0.537,3.632,145,2018,Afghanistan,0.255,0.191,0.332,0.036,0.085,South Asia
1.174,3.59,146,2018,Botswana,0.417,0.042,1.017,0.092,0.557,Sub-Saharan Africa
0.541,3.587,147,2018,Malawi,0.306,0.21,0.186,0.08,0.531,Sub-Saharan Africa
0.714,3.582,148,2018,Haiti,0.289,0.392,0.315,0.104,0.025,Latin America and the Caribbean
0.858,3.495,149,2018,Liberia,0.267,0.206,0.076,0.03,0.419,Sub-Saharan Africa
0.382,3.462,150,2018,Syria,0.539,0.376,0.689,0.144,0.088,Middle East and North Africa
0.896,3.408,151,2018,Rwanda,0.4,0.2,0.332,0.444,0.636,Sub-Saharan Africa
1.073,3.355,152,2018,Yemen,0.343,0.083,0.442,0.064,0.244,Middle East and North Africa
0.991,3.303,153,2018,Tanzania,0.381,0.27,0.455,0.097,0.481,Sub-Saharan Africa
0.608,3.254,154,2018,South Sudan,0.177,0.224,0.337,0.106,0.112,Sub-Saharan Africa
0.0,3.083,155,2018,Central African Republic,0.01,0.218,0.024,0.038,0.305,Sub-Saharan Africa
0.627,2.905,156,2018,Burundi,0.145,0.149,0.091,0.076,0.065,Sub-Saharan Africa
1.587,7.769,1,2019,Finland,0.986,0.153,1.34,0.393,0.596,Western Europe
1.573,7.6,2,2019,Denmark,0.996,0.252,1.383,0.41,0.592,Western Europe
1.582,7.554,3,2019,Norway,1.028,0.271,1.488,0.341,0.603,Western Europe
1.624,7.494,4,2019,Iceland,1.026,0.354,1.38,0.118,0.591,Western Europe
1.522,7.488,5,2019,Netherlands,0.999,0.322,1.396,0.298,0.557,Western Europe
1.526,7.48,6,2019,Switzerland,1.052,0.263,1.452,0.343,0.572,Western Europe
1.487,7.343,7,2019,Sweden,1.009,0.267,1.387,0.373,0.574,Western Europe
1.557,7.307,8,2019,New Zealand,1.026,0.33,1.303,0.38,0.585,North America and ANZ
1.505,7.278,9,2019,Canada,1.039,0.285,1.365,0.308,0.584,North America and ANZ
1.475,7.246,10,2019,Austria,1.016,0.244,1.376,0.226,0.532,Western Europe
1.548,7.228,11,2019,Australia,1.036,0.332,1.372,0.29,0.557,North America and ANZ
1.441,7.167,12,2019,Costa Rica,0.963,0.144,1.034,0.093,0.558,Latin America and the Caribbean
1.455,7.139,13,2019,Israel,1.029,0.261,1.276,0.082,0.371,Middle East and North Africa
1.479,7.09,14,2019,Luxembourg,1.012,0.194,1.609,0.316,0.526,Western Europe
1.538,7.054,15,2019,United Kingdom,0.996,0.348,1.333,0.278,0.45,Western Europe
1.553,7.021,16,2019,Ireland,0.999,0.298,1.499,0.31,0.516,Western Europe
1.454,6.985,17,2019,Germany,0.987,0.261,1.373,0.265,0.495,Western Europe
1.504,6.923,18,2019,Belgium,0.986,0.16,1.356,0.21,0.473,Western Europe
1.457,6.892,19,2019,United States,0.874,0.28,1.433,0.128,0.454,North America and ANZ
1.487,6.852,20,2019,Czech Republic,0.92,0.046,1.269,0.036,0.457,Central and Eastern Europe
1.31,6.825,21,2019,United Arab Emirates,0.825,0.262,1.503,0.182,0.598,Middle East and North Africa
1.52,6.726,22,2019,Malta,0.999,0.375,1.3,0.151,0.564,Western Europe
1.323,6.595,23,2019,Mexico,0.861,0.074,1.07,0.073,0.433,Latin America and the Caribbean
1.472,6.592,24,2019,France,1.045,0.111,1.324,0.183,0.436,Western Europe
1.43,6.446,25,2019,Taiwan,0.914,0.242,1.368,0.097,0.351,East Asia
1.369,6.444,26,2019,Chile,0.92,0.187,1.159,0.056,0.357,Latin America and the Caribbean
1.269,6.436,27,2019,Guatemala,0.746,0.175,0.8,0.078,0.535,Latin America and the Caribbean
1.357,6.375,28,2019,Saudi Arabia,0.795,0.08,1.403,0.132,0.439,Middle East and North Africa
1.313,6.374,29,2019,Qatar,0.871,0.22,1.684,0.167,0.555,Middle East and North Africa
1.484,6.354,30,2019,Spain,1.062,0.153,1.286,0.079,0.362,Western Europe
1.442,6.321,31,2019,Panama,0.91,0.109,1.149,0.054,0.516,Latin America and the Caribbean
1.439,6.3,32,2019,Brazil,0.802,0.099,1.004,0.086,0.39,Latin America and the Caribbean
1.465,6.293,33,2019,Uruguay,0.891,0.127,1.124,0.15,0.523,Latin America and the Caribbean
1.463,6.262,34,2019,Singapore,1.141,0.271,1.572,0.453,0.556,Southeast Asia
1.242,6.253,35,2019,El Salvador,0.789,0.093,0.794,0.074,0.43,Latin America and the Caribbean
1.488,6.223,36,2019,Italy,1.039,0.158,1.294,0.03,0.231,Western Europe
1.368,6.199,37,2019,Bahrain,0.871,0.255,1.362,0.11,0.536,Middle East and North Africa
1.504,6.198,38,2019,Slovakia,0.881,0.121,1.246,0.014,0.334,Central and Eastern Europe
1.477,6.192,39,2019,Trinidad & Tobago,0.713,0.185,1.231,0.016,0.489,Latin America and the Caribbean
1.438,6.182,40,2019,Poland,0.884,0.117,1.206,0.05,0.483,Central and Eastern Europe
1.529,6.174,41,2019,Uzbekistan,0.756,0.322,0.745,0.24,0.631,CIS
1.515,6.149,42,2019,Lithuania,0.818,0.043,1.238,0.042,0.291,Central and Eastern Europe
1.41,6.125,43,2019,Colombia,0.841,0.099,0.985,0.034,0.47,Latin America and the Caribbean
1.523,6.118,44,2019,Slovenia,0.953,0.144,1.258,0.057,0.564,Central and Eastern Europe
1.325,6.105,45,2019,Nicaragua,0.835,0.2,0.694,0.127,0.435,Latin America and the Caribbean
1.232,6.1,46,2019,Kosovo,0.758,0.262,0.882,0.006,0.489,Central and Eastern Europe
1.432,6.086,47,2019,Argentina,0.881,0.066,1.092,0.05,0.471,Latin America and the Caribbean
1.232,6.07,48,2019,Romania,0.825,0.083,1.162,0.005,0.462,Central and Eastern Europe
1.223,6.046,49,2019,Cyprus,1.042,0.19,1.263,0.041,0.406,Middle East and North Africa
1.312,6.028,50,2019,Ecuador,0.868,0.126,0.912,0.087,0.498,Latin America and the Caribbean
1.319,6.021,51,2019,Kuwait,0.808,0.142,1.5,0.097,0.493,Middle East and North Africa
1.409,6.008,52,2019,Thailand,0.828,0.359,1.05,0.028,0.557,Southeast Asia
1.465,5.94,53,2019,Latvia,0.812,0.075,1.187,0.064,0.264,Central and Eastern Europe
1.219,5.895,54,2019,South Korea,1.036,0.175,1.301,0.056,0.159,East Asia
1.528,5.893,55,2019,Estonia,0.874,0.103,1.237,0.161,0.495,Central and Eastern Europe
1.478,5.89,56,2019,Jamaica,0.831,0.107,0.831,0.028,0.49,Latin America and the Caribbean
1.402,5.888,57,2019,Mauritius,0.798,0.215,1.12,0.06,0.498,Sub-Saharan Africa
1.419,5.886,58,2019,Japan,1.088,0.069,1.327,0.14,0.445,East Asia
1.236,5.86,59,2019,Honduras,0.828,0.246,0.642,0.078,0.507,Latin America and the Caribbean
1.508,5.809,60,2019,Kazakhstan,0.729,0.146,1.173,0.096,0.41,CIS
1.209,5.779,61,2019,Bolivia,0.706,0.137,0.776,0.064,0.511,Latin America and the Caribbean
1.41,5.758,62,2019,Hungary,0.828,0.081,1.201,0.02,0.199,Central and Eastern Europe
1.475,5.743,63,2019,Paraguay,0.777,0.184,0.855,0.08,0.514,Latin America and the Caribbean
1.252,5.718,64,2019,Northern Cyprus,1.042,0.191,1.263,0.162,0.417,Central and Eastern Europe
1.274,5.697,65,2019,Peru,0.854,0.083,0.96,0.027,0.455,Latin America and the Caribbean
1.431,5.693,66,2019,Portugal,0.999,0.047,1.221,0.025,0.508,Western Europe
0.886,5.653,67,2019,Pakistan,0.535,0.22,0.677,0.098,0.313,South Asia
1.452,5.648,68,2019,Russia,0.726,0.082,1.183,0.031,0.334,CIS
1.293,5.631,69,2019,Philippines,0.657,0.117,0.807,0.107,0.558,Southeast Asia
1.383,5.603,70,2019,Serbia,0.854,0.137,1.004,0.039,0.282,Central and Eastern Europe
1.328,5.529,71,2019,Moldova,0.739,0.181,0.685,0.0,0.245,CIS
1.303,5.525,72,2019,Libya,0.673,0.133,1.044,0.152,0.416,Middle East and North Africa
1.361,5.523,73,2019,Montenegro,0.871,0.142,1.051,0.08,0.197,Central and Eastern Europe
1.098,5.467,74,2019,Tajikistan,0.718,0.23,0.493,0.144,0.389,CIS
1.266,5.432,75,2019,Croatia,0.914,0.119,1.155,0.022,0.296,Central and Eastern Europe
1.277,5.43,76,2019,Hong Kong,1.122,0.258,1.438,0.287,0.44,East Asia
1.401,5.425,77,2019,Dominican Republic,0.779,0.113,1.015,0.101,0.497,Latin America and the Caribbean
1.212,5.386,78,2019,Bosnia and Herzegovina,0.845,0.263,0.945,0.006,0.212,Central and Eastern Europe
1.36,5.373,79,2019,Turkey,0.808,0.083,1.183,0.106,0.195,Middle East and North Africa
1.171,5.339,80,2019,Malaysia,0.828,0.26,1.221,0.024,0.508,Southeast Asia
1.465,5.323,81,2019,Belarus,0.789,0.094,1.067,0.142,0.235,CIS
1.156,5.287,82,2019,Greece,0.999,0.0,1.181,0.034,0.067,Western Europe
1.531,5.285,83,2019,Mongolia,0.667,0.235,0.948,0.038,0.317,East Asia
1.294,5.274,84,2019,North Macedonia,0.838,0.185,0.983,0.034,0.345,Central and Eastern Europe
1.111,5.265,85,2019,Nigeria,0.245,0.215,0.696,0.041,0.426,Sub-Saharan Africa
1.438,5.261,86,2019,Kyrgyzstan,0.723,0.3,0.551,0.023,0.508,CIS
1.538,5.247,87,2019,Turkmenistan,0.657,0.244,1.052,0.028,0.394,CIS
1.16,5.211,88,2019,Algeria,0.785,0.073,1.002,0.114,0.086,Middle East and North Africa
0.782,5.208,89,2019,Morocco,0.782,0.036,0.801,0.076,0.418,Middle East and North Africa
1.147,5.208,90,2019,Azerbaijan,0.769,0.035,1.043,0.182,0.351,CIS
1.224,5.197,91,2019,Lebanon,0.815,0.166,0.987,0.027,0.216,Middle East and North Africa
1.203,5.192,92,2019,Indonesia,0.66,0.498,0.931,0.028,0.491,Southeast Asia
1.125,5.191,93,2019,China,0.893,0.058,1.029,0.1,0.521,East Asia
1.346,5.175,94,2019,Vietnam,0.851,0.147,0.741,0.073,0.543,Southeast Asia
1.321,5.082,95,2019,Bhutan,0.604,0.37,0.813,0.167,0.457,South Asia
0.91,5.044,96,2019,Cameroon,0.331,0.187,0.549,0.037,0.381,Sub-Saharan Africa
1.513,5.011,97,2019,Bulgaria,0.815,0.081,1.092,0.004,0.311,Central and Eastern Europe
0.868,4.996,98,2019,Ghana,0.486,0.245,0.611,0.04,0.381,Sub-Saharan Africa
0.808,4.944,99,2019,Ivory Coast,0.232,0.154,0.569,0.09,0.352,Sub-Saharan Africa
1.226,4.913,100,2019,Nepal,0.677,0.285,0.446,0.089,0.439,South Asia
1.225,4.906,101,2019,Jordan,0.815,0.11,0.837,0.13,0.383,Middle East and North Africa
0.437,4.883,102,2019,Benin,0.397,0.175,0.393,0.082,0.349,Sub-Saharan Africa
0.799,4.812,103,2019,Congo (Brazzaville),0.508,0.105,0.673,0.093,0.372,Sub-Saharan Africa
1.183,4.799,104,2019,Gabon,0.571,0.043,1.057,0.055,0.295,Sub-Saharan Africa
1.03,4.796,105,2019,Laos,0.551,0.266,0.764,0.164,0.547,Southeast Asia
1.351,4.722,106,2019,South Africa,0.469,0.13,0.96,0.055,0.389,Sub-Saharan Africa
0.848,4.719,107,2019,Albania,0.874,0.178,0.947,0.027,0.383,Central and Eastern Europe
1.427,4.707,108,2019,Venezuela,0.805,0.064,0.96,0.047,0.154,Latin America and the Caribbean
1.122,4.7,109,2019,Cambodia,0.637,0.232,0.574,0.062,0.609,Southeast Asia
1.247,4.696,110,2019,Palestinian Territories,0.672,0.103,0.657,0.066,0.225,Middle East and North Africa
1.134,4.681,111,2019,Senegal,0.571,0.153,0.45,0.072,0.292,Sub-Saharan Africa
0.698,4.668,112,2019,Somalia,0.268,0.243,0.0,0.27,0.559,Sub-Saharan Africa
1.313,4.639,113,2019,Namibia,0.477,0.07,0.879,0.056,0.401,Sub-Saharan Africa
